year,month,district,pcode,rfe,ndvi,temp,pdi,tdi,vdi,cdi
2003,2,Bu'aale,2701,18.365,0.397333333,38.10168068,1.33,1.44,1.44,1.36
2003,3,Bu'aale,2701,5.122,0.36,39.96278787,1.57,0.74,1.08,1.36
2003,4,Bu'aale,2701,199.88,0.481,38.01069737,1.47,0.67,1.45,1.27
2003,5,Bu'aale,2701,57.095,0.656,29.06348799,1.44,1.04,1.37,1.34
2003,6,Bu'aale,2701,39.474,0.648,27.1475467,1.58,1.24,1.4,1.49
2003,7,Bu'aale,2701,0.003,0.595,27.44139151,1.11,1.26,1.32,1.15
2003,8,Bu'aale,2701,26.843,0.504333333,31.99635949,1.52,1.28,1.36,1.46
2003,9,Bu'aale,2701,0.025,0.411,34.18716646,0.8,1.35,1.39,0.94
2003,10,Bu'aale,2701,58.482,0.411666667,38.24925431,0.52,1.12,0.96,0.67
2003,11,Bu'aale,2701,128.411,0.616333333,30.6148343,1.07,1.13,0.93,1.08
2003,12,Bu'aale,2701,63.503,0.691666667,31.59980277,1.35,1.33,1.34,1.34
2004,1,Bu'aale,2701,0.006,0.549333333,35.43570899,1.14,1.38,1.38,1.2
2004,2,Bu'aale,2701,0,0.419333333,38.3219435,0.82,1.31,1.36,0.94
2004,3,Bu'aale,2701,0.107,0.361,40.05640625,0.8,0.68,0.72,0.77
2004,4,Bu'aale,2701,129.097,0.443,37.02773868,0.73,0.67,0.72,0.72
2004,5,Bu'aale,2701,24.899,0.512666667,33.37288756,0.56,0.58,0.66,0.56
2004,6,Bu'aale,2701,33.518,0.514666667,30.04305239,0.66,0.58,0.64,0.64
2004,7,Bu'aale,2701,0.053,0.622666667,27.07783838,0.66,1.19,1.21,0.79
2004,8,Bu'aale,2701,9.692,0.569,29.68850803,0.46,1.24,1.27,0.66
2004,9,Bu'aale,2701,6.27,0.452333333,34.40843313,0.51,1.31,1.31,0.71
2004,10,Bu'aale,2701,135.768,0.483,33.60088535,1.19,1.29,1.33,1.22
2004,11,Bu'aale,2701,154.201,0.692666667,26.79320546,1.65,1.39,1.38,1.58
2004,12,Bu'aale,2701,22.805,0.706666667,29.96678764,1.6,1.48,1.46,1.57
2005,1,Bu'aale,2701,0,0.580666667,33.46328717,0.96,1.56,1.51,1.11
2005,3,Bu'aale,2701,0,0.378666667,38.45304084,1.19,1.66,1.62,1.31
2005,4,Bu'aale,2701,128.242,0.446666667,37.76426465,0.83,0.77,0.78,0.82
2005,5,Bu'aale,2701,78.733,0.536666667,31.1075628,1.4,0.65,0.7,1.21
2005,6,Bu'aale,2701,8.972,0.519666667,28.8855934,1.11,1.12,0.68,1.11
2005,7,Bu'aale,2701,0.132,0.504,26.4764567,0.64,1.32,1.05,0.81
2005,8,Bu'aale,2701,0,0.459333333,31.49223617,0.5,1.28,1.2,0.7
2005,9,Bu'aale,2701,0,0.381,34.84670134,0.54,1.32,1.04,0.73
2005,10,Bu'aale,2701,19.085,0.380333333,37.21092705,0.31,0.64,0.59,0.39
2005,11,Bu'aale,2701,57.704,0.539666667,33.49809008,0.22,0.63,0.58,0.32
2005,12,Bu'aale,2701,0.459,0.512666667,36.41894509,0.2,0.63,0.58,0.31
2006,1,Bu'aale,2701,0.082,0.412666667,37.87984117,0.24,0.63,0.59,0.33
2006,2,Bu'aale,2701,0,0.347333333,39.21328456,0.27,1.01,0.56,0.45
2006,3,Bu'aale,2701,8.041,0.348,40.65101512,0.29,1.05,0.61,0.48
2006,4,Bu'aale,2701,179.405,0.495666667,33.89609389,1.13,1.22,1.24,1.15
2006,5,Bu'aale,2701,51.648,0.629333333,29.96967393,0.61,1.13,1.22,0.74
2006,6,Bu'aale,2701,15.761,0.57,26.97308461,0.63,1.23,0.91,0.78
2006,7,Bu'aale,2701,0,0.507333333,29.27223497,0.63,1.26,1.06,0.79
2006,8,Bu'aale,2701,21.522,0.482,31.2591562,0.91,1.3,1.28,1.01
2006,9,Bu'aale,2701,2.463,0.491333333,31.08377012,0.67,1.41,1.34,0.86
2006,10,Bu'aale,2701,140.145,0.556,33.02586362,0.93,1.36,1.36,1.04
2006,11,Bu'aale,2701,163.544,0.702333333,28.22914104,1.67,1.41,1.37,1.6
2006,12,Bu'aale,2701,32.258,0.711666667,29.32076938,1.74,1.47,1.42,1.68
2007,1,Bu'aale,2701,2.962,0.611,32.9488949,2.11,1.59,1.54,1.98
2007,2,Bu'aale,2701,0.003,0.482333333,37.18718557,1.92,1.53,1.55,1.83
2007,3,Bu'aale,2701,6.974,0.410333333,37.97135278,1.1,1.6,1.65,1.23
2007,4,Bu'aale,2701,126.881,0.530666667,34.90076092,0.76,1.53,1.6,0.95
2007,5,Bu'aale,2701,77.478,0.679666667,29.15967552,1.25,1.34,1.52,1.28
2007,6,Bu'aale,2701,62.667,0.594666667,28.12814086,1.37,1.34,1.51,1.36
2007,7,Bu'aale,2701,0.009,0.526333333,28.34505667,1.17,1.31,1.36,1.21
2007,8,Bu'aale,2701,29.981,0.463666667,30.04869737,1,1.34,1.35,1.08
2007,9,Bu'aale,2701,6.213,0.421666667,33.92758342,0.75,1.39,1.36,0.91
2007,10,Bu'aale,2701,140.641,0.533666667,30.5518995,1.26,1.38,1.36,1.29
2007,11,Bu'aale,2701,81.181,0.687,29.78598625,0.78,1.4,1.33,0.93
2007,12,Bu'aale,2701,17.334,0.604333333,32.73596006,0.67,1.43,1.16,0.86
2008,1,Bu'aale,2701,2.113,0.480333333,36.37556144,1.4,1.49,0.69,1.42
2008,2,Bu'aale,2701,0,0.383666667,38.28326517,1.4,1.4,1.36,1.4
2008,3,Bu'aale,2701,4.452,0.345,39.78580783,0.79,0.73,0.72,0.77
2008,4,Bu'aale,2701,120.657,0.457666667,35.71764812,0.52,0.68,0.69,0.56
2008,5,Bu'aale,2701,67.301,0.609,31.00008355,0.54,0.59,0.64,0.55
2008,6,Bu'aale,2701,18.33,0.544,26.12748484,0.53,0.88,0.65,0.62
2008,7,Bu'aale,2701,0.336,0.495,30.37667196,0.52,0.88,1.2,0.61
2008,8,Bu'aale,2701,35.034,0.435333333,31.93227261,0.81,0.9,1.22,0.83
2008,9,Bu'aale,2701,17.368,0.432333333,35.11460384,1.29,1.32,1.25,1.3
2008,10,Bu'aale,2701,71.07,0.454333333,34.70652766,1.03,1.28,1.25,1.09
2008,11,Bu'aale,2701,69.84,0.515666667,34.52389746,0.52,0.89,0.6,0.61
2008,12,Bu'aale,2701,0.39,0.447666667,36.90327222,0.48,0.61,0.58,0.51
2009,1,Bu'aale,2701,0,0.370666667,38.54032755,0.57,0.62,0.58,0.58
2009,2,Bu'aale,2701,0.189,0.335333333,39.70518219,0.53,0.58,0.56,0.54
2009,3,Bu'aale,2701,2.396,0.327666667,39.78372081,0.47,0.61,0.58,0.5
2009,4,Bu'aale,2701,108.837,0.418333333,36.96239577,0.42,0.58,0.57,0.46
2009,5,Bu'aale,2701,63.525,0.582333333,30.30396717,0.45,0.54,0.55,0.47
2009,6,Bu'aale,2701,10.673,0.589333333,29.29649577,0.46,0.58,1.04,0.49
2009,7,Bu'aale,2701,0.06,0.536666667,28.43043143,0.46,0.85,1.18,0.56
2009,8,Bu'aale,2701,0.075,0.483333333,30.39007898,0.44,1.27,1.24,0.64
2009,9,Bu'aale,2701,0.009,0.403333333,35.56999394,0.46,1.14,1.27,0.63
2009,10,Bu'aale,2701,184.138,0.462666667,35.34253227,1.03,0.9,1.29,1
2009,11,Bu'aale,2701,47.95,0.688666667,30.05090624,1.03,1.31,1.31,1.1
2009,12,Bu'aale,2701,65.328,0.626333333,31.80262063,1.25,1.36,1.32,1.28
2010,1,Bu'aale,2701,0,0.489333333,35.62756151,1.22,1.42,1.37,1.27
2010,2,Bu'aale,2701,0.689,0.383666667,37.85088397,0.97,1.34,1.34,1.06
2010,3,Bu'aale,2701,38.277,0.432,37.44561319,1.52,1.46,1.46,1.5
2010,4,Bu'aale,2701,168.978,0.566666667,31.68564372,1.47,1.47,1.48,1.47
2010,5,Bu'aale,2701,74.598,0.604,29.81538691,1.76,1.3,0.69,1.64
2010,6,Bu'aale,2701,79.339,0.503666667,25.5842589,1.78,1.36,0.68,1.68
2010,7,Bu'aale,2701,0.116,0.480333333,29.41821525,0.89,1.36,0.63,1.01
2010,8,Bu'aale,2701,10.679,0.434333333,32.79441238,0.86,1.18,0.9,0.94
2010,9,Bu'aale,2701,1.827,0.366666667,35.46712136,0.83,0.69,1.08,0.8
2010,10,Bu'aale,2701,22.957,0.347666667,39.23757362,0.54,0.62,0.58,0.56
2010,11,Bu'aale,2701,27.286,0.395666667,37.9184889,0.35,0.59,0.52,0.41
2010,12,Bu'aale,2701,0,0.396333333,38.50896612,0.16,0.55,0.5,0.26
2011,1,Bu'aale,2701,0,0.351666667,39.32338406,0.2,0.55,0.5,0.28
2011,2,Bu'aale,2701,0,0.316666667,40.36962708,0.19,0.5,0.48,0.27
2011,3,Bu'aale,2701,0.616,0.288333333,40.94322904,0.18,0.52,0.5,0.26
2011,4,Bu'aale,2701,75.157,0.303666667,40.13452065,0.24,0.5,0.48,0.31
2011,5,Bu'aale,2701,62.084,0.527666667,31.57858672,0.36,0.48,0.49,0.39
2011,6,Bu'aale,2701,2.145,0.603333333,31.33939643,0.35,0.52,0.95,0.39
2011,7,Bu'aale,2701,0.947,0.358333333,31.99952329,0.35,0.53,0.51,0.4
2011,8,Bu'aale,2701,38.375,0.377,36.99338442,0.73,0.53,0.52,0.68
2011,9,Bu'aale,2701,0.469,0.283,37.61079059,0.64,0.55,0.52,0.61
2011,10,Bu'aale,2701,240.848,0.358666667,36.14280419,1.37,1.1,0.53,1.3
2011,11,Bu'aale,2701,149.589,0.626333333,29.90459095,2.09,1.14,1.08,1.85
2011,12,Bu'aale,2701,47.179,0.702,29.91697719,2.3,1.23,1.12,2.03
2012,1,Bu'aale,2701,0,0.547,34.45648391,1.95,1.34,1.26,1.79
2012,2,Bu'aale,2701,0,0.426666667,37.50763483,1.42,1.35,1.29,1.4
2012,3,Bu'aale,2701,0.874,0.358333333,39.07212234,1.39,1.47,1.01,1.41
2012,4,Bu'aale,2701,149.711,0.433,37.03754789,0.79,1,0.72,0.84
2012,5,Bu'aale,2701,81.944,0.567,29.01323222,1.23,1.27,0.67,1.24
2012,6,Bu'aale,2701,8.613,0.512666667,28.31962972,0.6,1.27,0.65,0.77
2012,7,Bu'aale,2701,0.541,0.444666667,30.23277521,0.6,0.62,0.58,0.6
2012,8,Bu'aale,2701,15.585,0.415,31.37339788,0.6,1.1,0.58,0.72
2012,9,Bu'aale,2701,2.588,0.374333333,36.0966758,0.64,0.92,0.58,0.71
2012,10,Bu'aale,2701,165.519,0.474666667,34.98950782,1.1,1.1,1.18,1.1
2012,11,Bu'aale,2701,60.648,0.606,31.46803734,0.62,1.27,1.17,0.78
2012,12,Bu'aale,2701,34.522,0.564,33.99201825,1.36,0.64,0.6,1.18
2013,1,Bu'aale,2701,0,0.459,38.07814672,1.41,0.66,0.63,1.22
2013,2,Bu'aale,2701,0,0.362,39.82999189,0.86,0.61,1.08,0.8
2013,3,Bu'aale,2701,29.752,0.373666667,39.69138793,1.31,0.65,1.35,1.15
2013,4,Bu'aale,2701,223.431,0.565666667,31.26102025,1.59,1.15,1.37,1.48
2013,5,Bu'aale,2701,62.066,0.658333333,26.99931505,0.88,1.23,1.32,0.97
2013,6,Bu'aale,2701,3.581,0.573,25.57176534,0.79,1.32,0.68,0.92
2013,7,Bu'aale,2701,0.208,0.512333333,28.54627807,0.78,1.36,1.11,0.93
2013,8,Bu'aale,2701,11.396,0.478333333,30.67948002,0.76,1.41,1.33,0.93
2013,9,Bu'aale,2701,0.714,0.406666667,36.7926656,0.75,0.72,1.35,0.74
2013,10,Bu'aale,2701,64.581,0.463333333,34.93726765,0.41,0.95,1.3,0.55
2013,11,Bu'aale,2701,106.877,0.599,31.38706865,0.92,1.32,1.25,1.02
2013,12,Bu'aale,2701,1.823,0.559,34.24581095,0.46,1.12,1.08,0.62
2014,1,Bu'aale,2701,0,0.431333333,37.07895477,0.55,0.67,0.64,0.58
2014,2,Bu'aale,2701,0.997,0.350333333,38.81942345,0.58,1.08,0.62,0.7
2014,3,Bu'aale,2701,14.021,0.353333333,39.51638108,0.61,1.34,0.66,0.79
2014,4,Bu'aale,2701,102.865,0.469333333,36.24456475,0.52,1.11,0.64,0.67
2014,5,Bu'aale,2701,81.887,0.587333333,29.98027482,0.89,1.15,0.61,0.96
2014,6,Bu'aale,2701,14.358,0.524333333,30.82806626,0.92,1.02,0.62,0.95
2014,7,Bu'aale,2701,63.833,0.423,30.72217465,1.19,0.59,0.57,1.04
2014,8,Bu'aale,2701,63.833,0.366,33.78035782,1.58,0.6,0.57,1.33
2014,9,Bu'aale,2701,1.054,0.352,37.22321499,0.81,0.61,0.58,0.76
2014,10,Bu'aale,2701,41.715,0.414666667,38.4184458,0.75,0.58,0.56,0.71
2014,11,Bu'aale,2701,96.921,0.523333333,33.36071219,0.69,0.57,0.54,0.66
2014,12,Bu'aale,2701,0,0.530666667,35.32636167,0.65,0.58,0.54,0.63
2015,1,Bu'aale,2701,0,0.427666667,37.87806401,0.6,0.6,0.57,0.6
2015,2,Bu'aale,2701,0,0.323333333,39.44116286,0.47,0.57,0.56,0.49
2015,3,Bu'aale,2701,18.104,0.350333333,40.88012715,0.72,0.6,0.61,0.69
2015,4,Bu'aale,2701,229.364,0.485333333,32.99608147,1.57,1.25,1.07,1.49
2015,5,Bu'aale,2701,60.273,0.626333333,30.23196762,0.78,0.99,1.22,0.83
2015,6,Bu'aale,2701,11.698,0.526333333,31.47213368,0.79,0.59,1.09,0.74
2015,7,Bu'aale,2701,0,0.393666667,31.83579995,0.79,0.59,0.57,0.74
2015,8,Bu'aale,2701,18.855,0.386333333,31.13311683,1.56,0.87,0.58,1.39
2015,9,Bu'aale,2701,0.308,0.482,35.05632242,1.12,1.3,1.06,1.17
2015,10,Bu'aale,2701,102.484,0.503333333,35.0539916,0.96,1.22,1.23,1.02
2015,11,Bu'aale,2701,117.214,0.599666667,32.16904925,1.22,0.86,1.2,1.13
2015,12,Bu'aale,2701,21.425,0.607666667,33.69996751,1.27,0.63,1.07,1.11
2016,1,Bu'aale,2701,0,0.49,37.3270142,0.76,0.67,1.16,0.74
2016,2,Bu'aale,2701,5.531,0.325,40.00009538,1.4,0.62,0.93,1.21
2016,3,Bu'aale,2701,2.984,0.305,41.38521306,0.8,0.64,0.67,0.76
2016,4,Bu'aale,2701,146.865,0.380333333,37.60040711,0.67,0.61,0.63,0.66
2016,5,Bu'aale,2701,39.513,0.611333333,32.0191257,0.55,0.54,0.6,0.55
2016,6,Bu'aale,2701,16.811,0.606666667,32.54091432,0.53,0.54,0.88,0.53
2016,7,Bu'aale,2701,0,0.455333333,29.66101659,0.53,1.1,0.57,0.67
2016,8,Bu'aale,2701,0,0.376333333,34.6276571,0.48,0.79,0.58,0.56
2016,9,Bu'aale,2701,0,0.347,37.13616365,0.51,0.59,0.59,0.53
2016,10,Bu'aale,2701,18.094,0.305666667,40.16495635,0.22,0.55,0.57,0.3
2016,11,Bu'aale,2701,84.447,0.322666667,34.97187315,0.3,0.54,0.5,0.36
2016,12,Bu'aale,2701,28.377,0.513,35.3773722,0.46,0.56,0.48,0.49
2017,1,Bu'aale,2701,0,0.512333333,38.03844393,0.68,0.57,0.73,0.65
2017,2,Bu'aale,2701,0.258,0.363666667,38.63000605,0.44,1.1,1.04,0.6
2017,3,Bu'aale,2701,2.148,0.303,41.21743123,0.44,1,0.96,0.58
2017,4,Bu'aale,2701,125.358,0.397,38.32856865,0.55,0.58,0.56,0.56
2017,5,Bu'aale,2701,53.292,0.554333333,29.37751517,0.54,1.09,0.59,0.67
2017,6,Bu'aale,2701,13.937,0.662,28.84708886,0.49,1.16,0.91,0.65
2017,7,Bu'aale,2701,0.302,0.600666667,29.72755839,0.49,1.19,1.22,0.66
2017,8,Bu'aale,2701,24.588,0.385333333,33.11722998,1.02,0.6,0.61,0.92
2017,9,Bu'aale,2701,1.443,0.392666667,37.23544651,0.95,0.63,0.63,0.87
2017,10,Bu'aale,2701,36.157,0.347,39.20785674,0.38,0.59,0.62,0.43
2017,11,Bu'aale,2701,108.185,0.408,34.56755921,0.91,0.58,0.58,0.83
2017,12,Bu'aale,2701,0,0.589,35.787137,0.42,0.57,0.56,0.46
2018,1,Bu'aale,2701,0,0.420666667,36.53274954,0.5,0.59,0.55,0.53
2018,2,Bu'aale,2701,0.654,0.34,38.99429746,0.49,0.79,0.55,0.56
2018,3,Bu'aale,2701,8.097,0.322333333,41.10114011,0.5,1.03,0.58,0.63
2018,4,Bu'aale,2701,227.431,0.382666667,33.17406354,1.57,1.08,0.58,1.45
2018,5,Bu'aale,2701,216.859,0.65,27.19592215,2.28,1.19,1.2,2.01
2018,6,Bu'aale,2701,8.994,0.624666667,28.13408377,1.96,1.27,1.26,1.79
2018,7,Bu'aale,2701,13.211,0.571333333,28.98623732,1.16,1.29,1.22,1.19
2018,8,Bu'aale,2701,0.899,0.439666667,31.73254882,1.09,1.32,1.26,1.15
2018,9,Bu'aale,2701,4.377,0.396,35.82921742,1.16,0.69,0.65,1.04
2018,10,Bu'aale,2701,45.28,0.382,38.85772925,0.82,0.63,0.65,0.77
2018,11,Bu'aale,2701,60.317,0.577333333,31.70747263,0.33,1.07,0.62,0.52
2018,12,Bu'aale,2701,33.669,0.615666667,32.76389058,0.78,1.26,0.87,0.9
2019,1,Bu'aale,2701,0,0.477666667,37.27017182,0.43,1.12,1.09,0.6
2019,2,Bu'aale,2701,0.623,0.345,39.83926868,0.48,0.6,0.61,0.51
2019,3,Bu'aale,2701,30.912,0.326666667,41.68861446,0.96,0.62,0.65,0.87
2019,4,Bu'aale,2701,122.544,0.358666667,39.38182862,0.81,0.6,0.63,0.75
2019,5,Bu'aale,2701,210.594,0.594,29.93034826,1.74,1.09,0.6,1.58
2019,6,Bu'aale,2701,0.899,0.682333333,29.77645352,1.27,0.79,0.9,1.15
2019,7,Bu'aale,2701,15.798,0.489666667,31.31518899,1.87,0.56,1.18,1.54
2019,8,Bu'aale,2701,28.173,0.406666667,33.36391954,1.88,0.57,1.04,1.56
2019,9,Bu'aale,2701,21.453,0.388,37.41739026,1.97,0.6,0.62,1.63
2019,10,Bu'aale,2701,346.315,0.55,32.98309037,3.48,1.22,1.31,2.91
2019,11,Bu'aale,2701,180.167,0.694666667,30.25345361,2.86,1.24,1.33,2.45
2019,12,Bu'aale,2701,21.532,0.664,30.1706068,2.95,1.31,1.32,2.54
2020,1,Bu'aale,2701,4.135,0.55,36.27436142,3.47,1.4,1.41,2.95
2020,2,Bu'aale,2701,1.84,0.386,38.57319114,3.72,1.35,1.41,3.13
2020,3,Bu'aale,2701,100.545,0.348666667,40.50680584,4.13,0.72,1.31,3.28
2020,4,Bu'aale,2701,166.123,0.526333333,37.3254703,2.15,0.67,1.28,1.78
2020,5,Bu'aale,2701,43.4,0.718,32.44880768,1.21,0.58,1.42,1.05
2020,6,Bu'aale,2701,91.199,0.498666667,31.81683443,2,0.56,1.2,1.64
2020,7,Bu'aale,2701,107.546,0.569333333,31.88874025,2.49,0.56,1.29,2.01
2020,8,Bu'aale,2701,16.66,0.333,33.17281657,1.21,0.57,0.89,1.05
2020,9,Bu'aale,2701,3.547,0.366666667,35.71081802,1.06,0.59,0.64,0.94
2020,10,Bu'aale,2701,162.566,0.421,37.08399614,2.38,0.57,0.61,1.93
2020,11,Bu'aale,2701,86.793,0.686,31.76894627,1.96,0.83,0.84,1.68
2020,12,Bu'aale,2701,0.931,0.747,34.57860871,0.92,0.85,1.29,0.9
2021,1,Bu'aale,2701,2.155686126,0.399333333,35.54325785,1.38,0.92,0.91,1.26
2021,2,Bu'aale,2701,2.400631503,0.270333333,39.05562857,1.69,1.24,0.63,1.58
2021,3,Bu'aale,2701,5.612066037,0.316333333,40.66474172,1.18,0.65,0.68,1.05
2021,4,Bu'aale,2701,115.0279541,0.452,34.21146803,0.49,1.31,0.67,0.69
2021,5,Bu'aale,2701,61.732,0.658666667,32.00080273,0.48,1,1.09,0.61
2021,6,Bu'aale,2701,37.14670122,0.506848521,31.31451978,0.79,0.59,0.85,0.74
2021,7,Bu'aale,2701,37.45,0.457,30.08505688,1.28,0.59,0.56,1.11
2021,8,Bu'aale,2701,15.11,0.351333333,32.84131976,0.63,0.6,0.58,0.62
2021,9,Bu'aale,2701,13.75,0.324333333,34.89076601,1.2,1.1,0.58,1.18
2021,10,Bu'aale,2701,17.54,0.37,40.86,0.9,0.99,0.56,0.92
2021,11,Bu'aale,2701,63.9,0.46,39.51,0.46,0.54,0.51,0.48
2021,12,Bu'aale,2701,11.82,0.53,35.17,0.39,0.55,0.52,0.43
2022,1,Bu'aale,2701,0,0.4,39.19,0.37,0.55,0.53,0.41
2022,2,Bu'aale,2701,0,0.26,39.89,0.36,0.51,0.52,0.4
2022,3,Bu'aale,2701,2.76,0.29,40.77,0.32,0.53,0.55,0.37
2022,4,Bu'aale,2701,66.64,0.37,36.07,0.34,0.55,0.54,0.39
2022,5,Bu'aale,2701,88.84,0.61,30.03267236,0.87,1.09,0.55,0.93
2022,6,Bu'aale,2701,43.35693176,0.589256783,30.56489549,1,0.98,1,1
2022,7,Bu'aale,2701,36.50297978,0.329869837,29.44486101,1.18,0.83,0.73,1.09
2022,8,Bu'aale,2701,14.0642552,0,32.27727449,0.59,1.22,0.46,0.75
2022,9,Bu'aale,2701,16.48114,0.32139,35.68509,1.14,0.64,0.47,1.02
2022,10,Bu'aale,2701,31.16884355,0.321394502,37.99496588,1.13,0.6,0.46,1
2022,11,Bu'aale,2701,80.87162,0.653657727,32.28312,0.54,0.6,0.92,0.56
2022,12,Bu'aale,2701,8.97617,0.66967,34.01793428,0.46,0.62,0.96,0.5
2023,1,Bu'aale,2701,2.41923,0.532188,37.59692696,0.79,0.64,1.09,0.75
2023,2,Bu'aale,2701,1.98,0.3947,38.874,0.95,0.85,1.27,0.92
2023,3,Bu'aale,2701,29.69180864,0.707587068,38.60213881,1.01,1.29,1.55,1.08
2023,4,Bu'aale,2701,222.8719704,0.589881658,33.1958639,1.58,1.32,1.65,1.52
2023,5,Bu'aale,2701,23.90599771,0.720935071,29.87653525,1.04,1.2,1.6,1.08
2023,6,Bu'aale,2701,44.96384902,0.834387814,28.89108079,1.39,1.25,1.72,1.36
2023,7,Bu'aale,2701,22.62590611,0.202226302,29.4819392,1.7,1.27,1.03,1.59
2023,8,Bu'aale,2701,14.18532285,0.498098374,33.73429462,1.17,0.91,1.05,1.1
2023,9,Bu'aale,2701,22.72744437,0.468224157,35.53022292,1.23,0.66,1.4,1.09
2023,10,Bu'aale,2701,111.5216624,0.608053468,35.16888277,1.36,1.24,1.4,1.33
2023,11,Bu'aale,2701,255.4866589,0.79333198,28.31989762,2.28,1.28,1.4,2.03
2023,12,Bu'aale,2701,6.993686586,0.785166088,31.18638487,1.81,1.33,1.39,1.69
2024,1,Bu'aale,2701,1.187773129,0.697652111,33.72858316,2.39,1.43,1.67,2.15
2024,2,Bu'aale,2701,2.018600835,0.558527398,37.21775481,2.6,1.41,1.7,2.3
2024,3,Bu'aale,2701,18.90372612,0.472497283,37.48259636,2.52,1.53,1.85,2.27
2024,4,Bu'aale,2701,193.9877963,0.755918429,29.70873569,2.17,1.57,1.88,2.02
2024,5,Bu'aale,2701,73.07430763,0.783190966,30.09878538,0.75,1.36,1.79,0.9
2024,6,Bu'aale,2701,42.91330464,0.710755483,29.15271126,1.64,0.69,1.81,1.4
2024,7,Bu'aale,2701,37.17149418,0.588487463,30.1393324,1.81,0.67,1.63,1.52
2024,8,Bu'aale,2701,26.94405589,0.522649034,32.04072984,1.81,1.16,1.61,1.65
2024,9,Bu'aale,2701,14.80232194,0.619676334,32.890089,1.92,1.4,1.67,1.79
2024,10,Bu'aale,2701,21.15253176,0.608085368,35.68425367,0.87,1.27,1.61,0.97
2024,11,Bu'aale,2701,133.338455,0.688338723,32.50462388,1.17,0.9,1.54,1.1
2024,12,Bu'aale,2701,4.163896149,0.717902455,32.12978653,1.01,1.31,1.54,1.08
2025,1,Bu'aale,2701,1.16952393,0.577968183,33.65019205,0.84,1.42,1.62,0.98
2025,2,Bu'aale,2701,0,0,50,1,1.04,1.22,1.01
2025,3,Bu'aale,2701,45.24218952,0.42565617,36.01956843,1.14,1.11,1.24,1.14
2025,4,Bu'aale,2701,194.2963231,0.710777741,30.58315563,1.28,1.26,1.39,1.28
2025,5,Bu'aale,2701,120.1057967,0.781922619,27.66531808,1.02,1.1,1.27,1.04
2025,6,Bu'aale,2701,47.73257868,0.712040327,25.89695233,1.24,1.07,1.2,1.2
2025,7,Bu'aale,2701,36.72654633,0.62036072,27.1584072,1.58,1,1.04,1.43
2025,8,Bu'aale,2701,14.60477667,0.496483666,29.79136897,1.64,1.36,1.45,1.57
2025,9,Bu'aale,2701,14.75697296,0.47539784,32.7391603,1.83,1.51,1.6,1.221679437
2025,10,Bu'aale,2701,20.55941175,0.600515221,33.74560324,1.25,1.41,1.55,0.875497621
2025,11,Bu'aale,2701,30.32451651,0.552117185,32.88704818,0.58,1.2,1.23,0.68267372
2025,12,Bu'aale,2701,7.098822435,0.540329427,33.62393633,0.31,0.97,0.96,0.505544742
2001,1,Bulo Burto,2002,0,0.234666667,38.94172423,0.04,0.58,0.53,0.17
2001,2,Bulo Burto,2002,0,0.212666667,40.88318573,0.03,0.55,0.5,0.16
2001,3,Bulo Burto,2002,0.095,0.209333333,43.78499938,0.03,0.46,0.54,0.14
2001,4,Bulo Burto,2002,83.376,0.271333333,39.09919875,1.07,0.52,0.58,0.94
2001,5,Bulo Burto,2002,13.795,0.365666667,35.04585208,0.84,0.61,0.61,0.78
2001,6,Bulo Burto,2002,0.035,0.251333333,34.24105208,0.53,1.1,0.64,0.67
2001,7,Bulo Burto,2002,0.248,0.206,34.00382656,0.51,0.9,0.57,0.6
2001,8,Bulo Burto,2002,6.56,0.205,36.49384367,0.46,0.69,0.58,0.51
2001,9,Bulo Burto,2002,4.308,0.202333333,39.46189514,0.44,0.63,0.63,0.49
2001,10,Bulo Burto,2002,63.643,0.289333333,40.98382039,0.35,0.6,0.59,0.41
2001,11,Bulo Burto,2002,26.678,0.405666667,34.23052886,0.4,1,0.57,0.55
2001,12,Bulo Burto,2002,21.485,0.354666667,34.35863266,1.01,1.24,0.6,1.07
2002,1,Bulo Burto,2002,0.069,0.272666667,37.47717632,0.6,1.32,0.64,0.78
2002,2,Bulo Burto,2002,0,0.219,40.15434233,0.59,0.92,0.65,0.68
2002,3,Bulo Burto,2002,1.414,0.211,40.40004074,0.66,1.23,0.71,0.8
2002,4,Bulo Burto,2002,88.806,0.292666667,37.75259589,1.18,1.38,0.72,1.23
2002,5,Bulo Burto,2002,4.559,0.372,37.00659385,0.84,0.7,0.67,0.8
2002,6,Bulo Burto,2002,3.633,0.260333333,34.61604949,0.93,1.16,0.67,0.99
2002,7,Bulo Burto,2002,0,0.205666667,33.99433999,0.88,1.14,0.58,0.95
2002,8,Bulo Burto,2002,12.317,0.193,36.44657959,0.48,0.71,0.59,0.54
2002,9,Bulo Burto,2002,22.688,0.204,36.47773026,0.92,1.29,0.64,1.01
2002,10,Bulo Burto,2002,101.685,0.335,35.81877884,1.11,1.28,1.06,1.15
2002,11,Bulo Burto,2002,42.705,0.453333333,33.39961377,0.71,1.27,1.2,0.85
2002,12,Bulo Burto,2002,24.855,0.391333333,34.79303162,1.17,1.36,1.28,1.22
2003,1,Bulo Burto,2002,0,0.299666667,37.74325627,1.71,1.26,1.39,1.6
2003,2,Bulo Burto,2002,5.33,0.238333333,40.33685674,1.71,0.72,1.42,1.46
2003,3,Bulo Burto,2002,6.694,0.226666667,40.66566341,1.03,1.13,0.78,1.06
